# x y z intensity
0.008549679441697267 8.105097593765525 0.2017349706467985 2
0.0361267285838498 8.118601930769808 0.1992709714336621 2
0.06588982131308652 8.120364898967333 0.1992494382495276 2
0.09660445140706586 8.125928786468089 0.1984035237358074 2
0.1263939997250845 8.12747432729182 0.1983820229829296 2
0.06232965825065606 9.446743664212617 0.8120467632081068 5
0.05785813281297281 9.866098911477385 1.67931563499427 0
0.0621048268811013 9.817528133537204 2.13332812823357 0
0.06267841763357951 9.840678520009929 2.285375219921456 0
0.06369862281648708 9.859351859302746 2.749765742419749 0
0.06694601287708779 9.8334342657694 3.348647319326155 0
0.1570599707294209 8.140712195260765 0.195915864886975 2
0.09805567184506292 9.46039352320186 0.8106605579096846 8
0.09160294948470171 9.84219576961482 0.9201445119554414 21
0.09409946302598571 9.824147148194077 1.074220747037543 30
0.08158632661414988 9.858946015457402 1.223741721778 3
0.08486611292525237 9.824203470248129 1.377690805500766 7
0.09443017034974344 9.85937503663145 1.52775646953652 30
0.0973411639988131 9.831899585578165 1.680059671723018 47
0.08470674890209939 9.869446854361248 1.8310263264179 16
0.08658724028496345 9.865284020203273 1.982732211667432 31
0.0976814186424797 9.867207519983941 2.134483936179658 52
0.1008173268431822 9.834431851552585 2.285027998202869 31
0.0877146045825079 9.882596997664587 2.439277242362272 34
0.08983655765326337 9.873095385960923 2.591148206161586 34
0.1017316229640157 9.857106848664243 2.749391707169416 33
0.1053950924805556 9.819348228243598 3.346276669727513 14
0.1890383871840096 8.118560278191209 0.2007720778092955 2
0.131200373993819 9.521480515903933 0.8038240167161252 12
0.1189077998259418 9.852552722309371 1.224243719811483 2
0.1204041742761668 9.853704167138565 1.376193924490258 3
0.1314672338779437 9.869333334624585 1.679251623476374 7
0.1297883312776726 9.786916506436485 2.584892718294581 1
0.1360210801589006 9.882441053006746 2.751435434181676 26
0.2179925305925929 8.104063415557155 0.2040099272868632 2
0.1622563451904908 9.582404990246964 0.7969993913031392 15
0.1671997293991716 9.878734907576765 1.679054241490503 8
0.1728224693552189 9.875886692403759 2.750715819023484 27
0.1773772846186195 9.806360079063277 3.34387090466991 2
0.2478672777610502 8.140442016159801 0.196656282441976 2
0.1991911979875784 9.579792950425622 0.7974262942466148 14
0.01364638331307799 15.36055499096661 0.3763344452465739 2
0.2053996138294008 9.87208153776985 1.679198482445794 7
0.2108974545184215 9.814642121538101 2.283978767979533 3
0.2002608747868531 9.807085964638784 2.434760850740147 3
0.2013121658521932 9.82555457240335 2.587384109647228 0
0.2119219269522399 9.841364270580124 2.747568742942992 23
0.2147723850169083 9.815576674459011 3.345015571488489 89
0.2786540384056624 8.14926537965218 0.1949956430425154 2
0.2350543841122257 9.592874128143619 0.7960289413773398 11
0.06999937487987506 15.37029098715137 0.3754907046251452 2
0.004002522365904371 17.63905072329261 0.4250841792865114 3
0.2418678493915458 9.877201189548957 1.679074951027508 7
0.2458582402699021 9.804581856861432 2.132681375405953 65
0.2467821003902586 9.82772784630842 2.284421141710125 101
0.2359953127161998 9.840176911660746 2.436493522782874 72
0.2372904691601925 9.850631571684948 2.589041949284956 1
0.2478330945843583 9.854410364902614 2.748571189738212 21
0.2514456953410431 9.796887682872773 3.342049240505662 53
0.3088528276981901 8.138407981099528 0.1974180632774457 2
0.01221138164845947 9.086107089938425 0.2282305323360528 12
0.2694428151419548 9.621721090625909 0.7928298899698979 8
0.1247443998195579 15.43158420411901 0.3695654748229061 3
0.06939715032621341 17.6129869126981 0.4273557933059973 3
0.2782814969152405 9.870219143778503 1.679220550438648 9
0.271244485835122 9.803857255297622 1.981947707882081 59
0.2814845072387888 9.817575048774064 2.132951184268646 32
0.2831146971732574 9.816739015408126 2.283915554070369 6
0.272491947107252 9.825244866139977 2.435582515617585 7
0.2752083435054715 9.783858929580445 2.584211815068354 0
0.2833407826558612 9.87930628452321 2.750625012922636 21
0.2874560052519206 9.79391498025845 3.341437606414781 29
0.3387819448520555 8.135269350412859 0.1982112495480269 2
0.04658278579214614 9.068318093843358 0.2318010037864246 13
0.3050009422651503 9.610713959183286 0.7941648902389052 8
0.1817703236110007 15.41308785114121 0.3714866644434361 3
0.1335964795710762 17.63051932866563 0.425984904011113 3
0.04010159668954327 20.7585072761627 0.4867791418254567 4
0.3144625100086567 9.871099534386452 1.679194642787303 8
0.3074629400796891 9.792768394179554 1.981810706993191 67
0.3171151968066319 9.83443619250575 2.13331945140082 30
0.3190992766952443 9.817603628147344 2.283889788941762 6
0.3081367786674012 9.842119741408476 2.436441833629459 26
0.3087726627361012 9.884477525660536 2.591250992523882 39
0.3198170771550466 9.86821975844839 2.749559303779641 24
0.3237870740442255 9.7749874110684 3.338483003334803 30
0.3697056144395214 8.139851198984294 0.1973653161619903 2
0.08001740713082417 9.08969903029652 0.2281711038605146 11
0.3415723874326375 9.603549768257404 0.7950346977733628 10
0.2398213970622092 15.39438232560536 0.3733886743901361 3
0.1995384920600423 17.62390445296182 0.4265788828150892 3
0.1182387880522999 20.71629519077693 0.4896674467466494 8
0.03200915935656501 25.17648996255832 0.5761293793315307 4
0.002491437312538425 28.15969569895946 0.853787896239413 100
0.3520503142146592 9.859854311718715 1.679413932547416 32
0.3414166694032785 9.869736626705036 1.830857015473209 2
0.3439057101197112 9.825537679613625 1.982069471626139 92
0.3551628421266451 9.79119977597095 2.132198066468236 4
0.3563381707042901 9.814343481139678 2.283692018275566 6
0.3452352577850457 9.850881652448008 2.43684633886316 35
0.3465691716185522 9.865305040627236 2.589799914653127 43
0.357020974801004 9.876922269363209 2.750214380173492 24
0.3610096609194493 9.763841525167345 3.336687938698696 51
0.3996774728819068 8.132578001625086 0.1989731614134856 2
0.1146224827222844 9.063797007738392 0.2331796419465485 11
0.3769091952462171 9.596255312016606 0.7959163678355714 8
0.09092613807800753 9.613177217559914 0.811874567104847 7
0.2958746615430325 15.41924807066979 0.3709943023056768 4
0.06697398425635748 9.902531513911333 0.9332736530204133 1
0.2645716849468471 17.59712208317336 0.4288509480261792 2
0.07040896285588105 9.864362056082504 1.08984978634596 0
0.1952356941918751 20.65384420150068 0.4939318202400836 6
0.08331781071166078 9.816180774602197 1.245540841767706 10
0.1245576536977062 25.16219489773706 0.5768978250648089 2
0.08212801461937702 9.876878878516509 1.393928331047847 15
0.1074256947627419 28.04955391301816 0.857836218630462 19
0.3879478341808913 9.87646301012043 1.679044901298706 8
0.3771399125156105 9.898386047738883 1.8306605555518 46
0.07225568866323706 9.868810238861954 1.849969175813569 13
0.3801785384774112 9.810185960017561 1.981895499832709 88
0.07333323845636408 9.880337684337333 2.001846011699133 9
0.3904514175906375 9.831787776310778 2.13315727455248 23
0.06244262387801958 9.888956514874485 2.154073964562325 0
0.392251658752323 9.818940144808677 2.28382620176122 18
0.06335492385052821 9.903791920992091 2.306934966539245 1
0.381597144884146 9.835549830554678 2.435935536142111 17
0.0751523190934924 9.880793570713161 2.458244006536525 19
0.3827297732127672 9.86594191020844 2.589774083318339 16
0.07760322085393345 9.863030635015503 2.609515705383881 13
0.3932809728166176 9.873536910479336 2.749841958415417 16
0.06824298730262002 9.840396143084591 2.782736588554244 0
0.3963960192205553 9.79212319897276 3.340762745867404 31
0.07210891603247771 9.802707879738678 3.567122107127488 0
0.4296421006360334 8.121278049249508 0.2013958552791311 2
0.1471686420778495 9.081008777785035 0.2302799416725521 10
0.4122376274294492 9.584856360774102 0.7972516332338031 10
0.1265023120652364 9.606805694154895 0.8127406484849332 11
0.352675957710072 15.39614584728727 0.3733080949947128 3
0.1044924628924708 9.876345135194125 0.9359399730359768 20
